experiment,model,scene,anchor_f1,anchor_fn,anchor_fp,anchor_precision,anchor_recall,anchor_tp,exact,fn,fp,hit_all,hit_mapped,invalid,joint100_f1,joint100_fn,joint100_fp,joint100_precision,joint100_recall,joint100_tp,joint150_f1,joint150_fn,joint150_fp,joint150_precision,joint150_recall,joint150_tp,joint200_f1,joint200_fn,joint200_fp,joint200_precision,joint200_recall,joint200_tp,joint50_f1,joint50_fn,joint50_fp,joint50_precision,joint50_recall,joint50_tp,macro_set_f1,mapped,margin_f1_0.5,margin_f1_1.0,margin_f1_2.0,margin_fn_0.5,margin_fn_1.0,margin_fn_2.0,margin_fp_0.5,margin_fp_1.0,margin_fp_2.0,margin_precision_0.5,margin_precision_1.0,margin_precision_2.0,margin_recall_0.5,margin_recall_1.0,margin_recall_2.0,margin_tp_0.5,margin_tp_1.0,margin_tp_2.0,mean_scene_normalized_error,micro_f1,micro_precision,micro_recall,missing,n,parse_failures,point100_f1,point100_fn,point100_fp,point100_precision,point100_recall,point100_tp,point150_f1,point150_fn,point150_fp,point150_precision,point150_recall,point150_tp,point200_f1,point200_fn,point200_fp,point200_precision,point200_recall,point200_tp,point50_f1,point50_fn,point50_fp,point50_precision,point50_recall,point50_tp,temporal_f1,temporal_fn,temporal_fp,temporal_precision,temporal_recall,temporal_tp,tp,unmapped,valid
experiment2,Qwen3-VL-8B,scene5,,,,,,,,,,,,0,0.1718988113380067,1389,1328,0.17515527950310558,0.1687612208258528,282,0.24565681194757696,1268,1207,0.2503105590062112,0.24117295032914424,403,0.3114903992685157,1160,1099,0.3173913043478261,0.30580490724117293,511,0.06095702529716549,1571,1510,0.062111801242236024,0.059844404548174746,100,,,,,,,,,,,,,,,,,,,,,,,,,0,800,0,0.21578786955196586,1317,1256,0.21987577639751552,0.2118491921005386,354,0.30661383724474245,1168,1107,0.3124223602484472,0.30101735487731895,503,0.3809814081072844,1046,985,0.38819875776397517,0.37402752842609216,625,0.0743675708625419,1549,1488,0.07577639751552795,0.07301017354877319,122,0.7357512953367876,464,403,0.7496894409937889,0.7223219628964692,1207,,,800
experiment2,InternVL3-38B,scene1,,,,,,,,,,,,0,0.099906919019547,1406,1495,0.09722222222222222,0.10274409700063816,161,0.20043437790878066,1244,1333,0.19504830917874397,0.206126356094448,323,0.3152342538008067,1059,1148,0.30676328502415456,0.3241863433312061,508,0.02606267452683835,1525,1614,0.025362318840579712,0.026802807913209957,42,,,,,,,,,,,,,,,,,,,,,,,,,0,800,0,0.131554452373565,1355,1444,0.1280193236714976,0.13529036375239312,212,0.2593856655290102,1149,1238,0.2524154589371981,0.2667517549457562,418,0.39776605646912816,926,1015,0.38707729468599034,0.40906190172303764,641,0.03599131244182439,1509,1598,0.035024154589371984,0.037013401403956606,58,0.6832143965249766,466,555,0.6648550724637681,0.7026164645820038,1101,,,800
experiment2,InternVL3-38B,scene2,,,,,,,,,,,,0,0.10576441102756892,1824,1744,0.10792838874680306,0.10368550368550368,211,0.18997493734335838,1656,1576,0.1938618925831202,0.18624078624078624,379,0.28120300751879707,1474,1394,0.28695652173913044,0.2756756756756757,561,0.034085213032581455,1967,1887,0.034782608695652174,0.03341523341523341,68,,,,,,,,,,,,,,,,,,,,,,,,,0,800,0,0.13032581453634087,1775,1695,0.1329923273657289,0.12776412776412777,260,0.22656641604010028,1583,1503,0.23120204603580563,0.2221130221130221,452,0.3288220551378446,1379,1299,0.33554987212276216,0.32235872235872237,656,0.042606516290726815,1950,1870,0.043478260869565216,0.04176904176904177,85,0.7759398496240602,487,407,0.7918158567774936,0.7606879606879607,1548,,,800
experiment2,InternVL3-38B,scene3,,,,,,,,,,,,0,0.11300992282249173,1567,1651,0.11045258620689655,0.11568848758465011,205,0.2017640573318633,1406,1490,0.19719827586206898,0.20654627539503387,366,0.2855567805953694,1254,1338,0.2790948275862069,0.29232505643340856,518,0.02866593164277839,1720,1804,0.028017241379310345,0.029345372460496615,52,,,,,,,,,,,,,,,,,,,,,,,,,0,800,0,0.14112458654906282,1516,1600,0.13793103448275862,0.14446952595936793,256,0.24641675854465273,1325,1409,0.2408405172413793,0.25225733634311515,447,0.3472987872105843,1142,1226,0.3394396551724138,0.35553047404063204,630,0.03914002205071664,1701,1785,0.03825431034482758,0.040067720090293454,71,0.7717750826901875,372,456,0.7543103448275862,0.7900677200902935,1400,,,800
experiment2,InternVL3-38B,scene4_room1,,,,,,,,,,,,0,0.06442953020134229,356,341,0.06575342465753424,0.06315789473684211,24,0.16375838926174496,319,304,0.16712328767123288,0.16052631578947368,61,0.20671140939597316,303,288,0.21095890410958903,0.2026315789473684,77,0.026845637583892617,370,355,0.0273972602739726,0.02631578947368421,10,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0,0.0697986577181208,354,339,0.07123287671232877,0.06842105263157895,26,0.18255033557046982,312,297,0.1863013698630137,0.17894736842105263,68,0.2523489932885906,286,271,0.25753424657534246,0.24736842105263157,94,0.02953020134228188,369,354,0.030136986301369864,0.02894736842105263,11,0.7114093959731543,115,100,0.726027397260274,0.6973684210526315,265,,,200
experiment2,InternVL3-38B,scene4_room2,,,,,,,,,,,,0,0.06713286713286712,313,354,0.06349206349206349,0.0712166172106825,24,0.12867132867132866,291,332,0.12169312169312169,0.13649851632047477,46,0.1958041958041958,267,308,0.18518518518518517,0.20771513353115728,70,0.025174825174825173,328,369,0.023809523809523808,0.026706231454005934,9,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0,0.07272727272727272,311,352,0.06878306878306878,0.0771513353115727,26,0.15664335664335663,281,322,0.14814814814814814,0.1661721068249258,56,0.24335664335664334,250,291,0.23015873015873015,0.258160237388724,87,0.025174825174825173,328,369,0.023809523809523808,0.026706231454005934,9,0.6853146853146853,92,133,0.6481481481481481,0.7270029673590505,245,,,200
experiment2,InternVL3-38B,scene4_room3,,,,,,,,,,,,0,0.1354581673306773,321,330,0.13385826771653545,0.13709677419354838,51,0.2151394422310757,291,300,0.2125984251968504,0.21774193548387097,81,0.27622841965471445,268,277,0.27296587926509186,0.27956989247311825,104,0.0451527224435591,355,364,0.04461942257217848,0.0456989247311828,17,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0,0.16201859229747675,311,320,0.16010498687664043,0.1639784946236559,61,0.2602921646746348,274,283,0.2572178477690289,0.26344086021505375,98,0.3293492695883134,248,257,0.32545931758530183,0.3333333333333333,124,0.04780876494023904,354,363,0.047244094488188976,0.04838709677419355,18,0.7304116865869853,97,106,0.7217847769028871,0.739247311827957,275,,,200
experiment2,InternVL3-38B,scene4_room4,,,,,,,,,,,,0,0.13863928112965337,331,340,0.13705583756345177,0.14025974025974025,54,0.21052631578947364,303,312,0.20812182741116753,0.21298701298701297,82,0.26700898587933247,281,290,0.2639593908629442,0.2701298701298701,104,0.043645699614890884,368,377,0.04314720812182741,0.04415584415584416,17,,,,,,,,,,,,,,,,,,,,,,,,,0,200,0,0.14634146341463414,328,337,0.1446700507614213,0.14805194805194805,57,0.24133504492939664,291,300,0.23857868020304568,0.24415584415584415,94,0.3106546854942233,264,273,0.30710659898477155,0.3142857142857143,121,0.04621309370988447,367,376,0.04568527918781726,0.046753246753246755,18,0.6906290115532734,116,125,0.682741116751269,0.6987012987012987,269,,,200
experiment2,InternVL3-38B,scene5,,,,,,,,,,,,0,0.0653206650831354,1561,1587,0.0648202710665881,0.06582884500299221,110,0.13776722090261284,1439,1465,0.13671184443134943,0.13883901855176542,232,0.22624703087885983,1290,1316,0.22451384796700058,0.22800718132854578,381,0.017814726840855107,1641,1667,0.01767825574543312,0.017953321364452424,30,,,,,,,,,,,,,,,,,,,,,,,,,0,800,0,0.09382422802850357,1513,1539,0.09310548025928109,0.0945541591861161,158,0.19239904988123516,1347,1373,0.19092516205067767,0.19389587073608616,324,0.3016627078384798,1163,1189,0.29935179728933414,0.3040095751047277,508,0.024940617577197146,1629,1655,0.024749558043606363,0.025134649910233394,42,0.7131828978622328,470,496,0.7077195050088392,0.7187312986235787,1201,,,800
experiment3,Qwen3-VL-30B-A3B,scene1,0.45449341728677733,866,1040,0.43293347873500543,0.4783132530120482,794,0.01125,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09731876861966236,0.24478649453823237,0.3957298907646475,1464,1167,863,2172,1875,1571,0.08277027027027027,0.20819256756756757,0.33657094594594594,0.1180722891566265,0.2969879518072289,0.48012048192771084,196,493,797,0.1593539815487097,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,Qwen3-VL-30B-A3B,scene2,0.26522395571212887,1554,1366,0.27839408346539884,0.2532436328688131,527,0.00625,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010739565535757872,0.047351720771296076,0.16597510373443985,2059,1984,1741,1994,1919,1676,0.010912698412698412,0.04811507936507937,0.16865079365079366,0.010571840461316675,0.04661220567035079,0.16338298894762135,22,97,340,0.20671229793523155,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,Qwen3-VL-30B-A3B,scene3,0.4888088500128634,916,1071,0.47006432459178626,0.5091103965702036,950,0.01875,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1235236220472441,0.3336614173228346,0.5541338582677166,1615,1188,740,1947,1520,1072,0.11419472247497725,0.30846223839854414,0.5122838944494995,0.1345123258306538,0.3633440514469453,0.6034297963558414,251,678,1126,0.12162164426045405,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,Qwen3-VL-30B-A3B,scene4_room1,0.5472887767969736,187,172,0.5578406169665809,0.5371287128712872,217,0.04,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1787709497206704,0.37988826815642457,0.5586592178770949,324,234,154,411,321,241,0.1629327902240326,0.34623217922606925,0.5091649694501018,0.19801980198019803,0.4207920792079208,0.6188118811881188,80,170,250,0.14933884894177074,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-30B-A3B,scene4_room2,0.329923273657289,250,274,0.3200992555831266,0.3403693931398417,129,0.025,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02142857142857143,0.09761904761904762,0.2595238095238095,334,302,234,488,456,388,0.018108651911468814,0.08249496981891348,0.2193158953722334,0.026239067055393587,0.119533527696793,0.3177842565597668,9,41,109,0.34914279405607207,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-30B-A3B,scene4_room3,0.6471306471306472,116,173,0.6050228310502284,0.6955380577427821,265,0.04,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16373056994818655,0.3626943005181347,0.5367875647668393,302,206,122,505,409,325,0.13527397260273974,0.2996575342465753,0.4434931506849315,0.2073490813648294,0.45931758530183725,0.6797900262467191,79,175,259,0.13591099087211966,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-30B-A3B,scene4_room4,0.42857142857142855,230,218,0.43523316062176165,0.4221105527638191,168,0.015,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07033997655334116,0.26025791324736225,0.4337631887456037,364,283,209,429,348,274,0.06535947712418301,0.24183006535947713,0.40305010893246185,0.07614213197969544,0.2817258883248731,0.46954314720812185,30,111,185,0.16240352159796756,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-30B-A3B,scene5,0.48602395892755273,849,953,0.47202216066481995,0.5008818342151675,852,0.02625,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22547802334243855,0.35212316861186993,0.4926744474795133,1247,992,709,1872,1617,1334,0.1951848667239897,0.30481513327601034,0.42648323301805674,0.26690182245737804,0.41681363903586127,0.5831863609641388,454,709,992,0.10458516730824956,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,Qwen3-VL-8B,scene1,0.44126241963763885,905,1007,0.4284903518728717,0.45481927710843373,755,0.0125,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0940040650406504,0.23475609756097562,0.38516260162601623,1475,1198,902,2091,1814,1518,0.0812829525483304,0.20298769771529,0.3330404217926186,0.11144578313253012,0.2783132530120482,0.4566265060240964,185,462,758,0.1628912238297666,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,Qwen3-VL-8B,scene2,0.2627774909654105,1572,1284,0.2838817624093698,0.2445939452186449,509,0.01125,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010015022533800702,0.04606910365548322,0.16374561842764146,2061,1989,1754,1893,1821,1586,0.010454783063251438,0.04809200209095661,0.170935703084161,0.009610764055742432,0.044209514656415184,0.15713599231138875,20,92,327,0.2004277472948712,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,Qwen3-VL-8B,scene3,0.48139350752177357,954,1011,0.47425897035881437,0.4887459807073955,912,0.0275,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1226034308779011,0.32896064581231077,0.5454086781029263,1623,1214,785,1855,1446,1017,0.11582459485224023,0.3107721639656816,0.5152526215443279,0.1302250803858521,0.34941050375133975,0.5793140407288317,243,652,1081,0.12048271882311133,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,Qwen3-VL-8B,scene4_room1,0.4980132450331126,216,163,0.5356125356125356,0.46534653465346537,188,0.045,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17543859649122806,0.34385964912280703,0.512280701754386,329,257,185,376,304,232,0.1662971175166297,0.3259423503325942,0.48558758314855877,0.18564356435643564,0.36386138613861385,0.5420792079207921,75,147,219,0.17019095234336587,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-8B,scene4_room2,0.31005586592178774,268,226,0.3293768545994065,0.2928759894459103,111,0.005,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020860495436766623,0.09647979139504564,0.25032594524119944,335,306,247,416,387,328,0.018867924528301886,0.08726415094339622,0.22641509433962265,0.023323615160349854,0.10787172011661808,0.27988338192419826,8,37,96,0.3128261811267886,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-8B,scene4_room3,0.6566791510611735,118,157,0.6261904761904762,0.6902887139107612,263,0.06,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1656050955414013,0.3694267515923568,0.5456475583864119,303,207,124,483,387,304,0.13903743315508021,0.31016042780748665,0.45811051693404636,0.2047244094488189,0.4566929133858268,0.6745406824146981,78,174,257,0.1363769205343956,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-8B,scene4_room4,0.3456090651558073,276,186,0.3961038961038961,0.3065326633165829,122,0.035,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060446780551905395,0.2155059132720105,0.3469119579500657,371,312,262,344,285,235,0.06267029972752043,0.22343324250681199,0.35967302452316074,0.0583756345177665,0.20812182741116753,0.3350253807106599,23,82,132,0.18196008887011728,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,Qwen3-VL-8B,scene5,0.48043728423475257,866,940,0.4704225352112676,0.49088771310993534,835,0.025,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22327909887359199,0.3494367959949937,0.4891113892365457,1255,1003,724,1848,1596,1317,0.1944202266782912,0.3042720139494333,0.4258936355710549,0.2621987066431511,0.41034685479129923,0.5743680188124632,446,698,977,0.10519413895851736,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,InternVL3-38B,scene1,0.40115718418514945,1036,827,0.43004824259131635,0.3759036144578313,624,0.01875,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08895705521472394,0.22515337423312884,0.38098159509202456,1515,1293,1039,1455,1233,979,0.090625,0.229375,0.388125,0.08734939759036145,0.22108433734939759,0.3740963855421687,145,367,621,0.15914614880737377,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,InternVL3-38B,scene2,0.2618648799553322,1612,1032,0.31245836109260494,0.22537241710716002,469,0.0175,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01097694840834248,0.04665203073545555,0.1684961580680571,2061,1996,1774,1543,1478,1256,0.012795905310300703,0.05438259756877799,0.19641714651311581,0.009610764055742432,0.04084574723690534,0.14752522825564632,20,85,307,0.18387276194680455,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,InternVL3-38B,scene3,0.4126426690079017,1161,846,0.45454545454545453,0.3778135048231511,705,0.0325,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09471556453941668,0.27894888824718456,0.48397343343921456,1702,1383,1028,1433,1114,759,0.10269254852849093,0.3024420788979336,0.5247338760175329,0.08788853161843516,0.25884244372990356,0.4490889603429796,164,483,838,0.13973566195536327,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
experiment3,InternVL3-38B,scene4_room1,0.49798115746971744,219,154,0.5457227138643068,0.45792079207920794,185,0.05,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15920398009950248,0.34825870646766166,0.5323383084577115,340,264,190,336,260,186,0.16,0.35,0.535,0.15841584158415842,0.3465346534653465,0.5297029702970297,64,140,214,0.1636102020168789,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,InternVL3-38B,scene4_room2,0.3256445047489824,259,238,0.33519553072625696,0.316622691292876,120,0.045,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0215633423180593,0.09433962264150943,0.27762803234501343,335,308,240,391,364,296,0.020050125313283207,0.08771929824561403,0.2581453634085213,0.023323615160349854,0.10204081632653061,0.30029154518950435,8,35,103,0.312099174219236,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,InternVL3-38B,scene4_room3,0.6353591160220994,151,113,0.6705539358600583,0.6036745406824147,230,0.16,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16645326504481434,0.384122919334187,0.5480153649167734,316,231,167,335,250,186,0.1625,0.375,0.535,0.17060367454068243,0.3937007874015748,0.5616797900262467,65,150,214,0.159771582137183,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,InternVL3-38B,scene4_room4,0.41578947368421054,240,204,0.43646408839779005,0.3969849246231156,158,0.02,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06557377049180327,0.2547288776796974,0.43127364438839855,368,293,223,373,298,228,0.06516290726817042,0.2531328320802005,0.42857142857142855,0.06598984771573604,0.2563451776649746,0.434010152284264,26,101,171,0.17108636956253034,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200
experiment3,InternVL3-38B,scene5,0.4429615506831903,1004,749,0.48201936376210236,0.4097589653145209,697,0.1025,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21365705614567526,0.35022761760242793,0.49286798179059177,1349,1124,889,1242,1017,782,0.22082810539523212,0.3619824341279799,0.5094102885821832,0.2069370958259847,0.339212228101117,0.4773662551440329,352,577,812,0.1270775054973174,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800
